song_uuid,album_uuid,track_number,song_title,song_singers,song_rating,youtube_url,music_yt_url_1,music_yt_url_2,music_yt_url_3
4acb40f2-9185-5fd5-aafc-6c12c1c25be5,ef103889-4891-523a-92aa-2d603683678f,1,Chhod Na Apni Aas Ae Dil - 1,Talat Mahmood,0.0,https://www.youtube.com/watch?v=nGfBgIDUBck,https://music.youtube.com/watch?v=OjsmgTo1MH0,https://music.youtube.com/watch?v=SuZuYqXC2mQ,https://music.youtube.com/watch?v=sMWo4crlEcc
a7d5585b-eda9-5455-bc6b-e151b46eb1d5,ef103889-4891-523a-92aa-2d603683678f,3,Pyar Ki Nazron Se Unko Dekhta Jaata Hai Dil,Talat Mahmood,0.0,https://www.youtube.com/watch?v=IhCu9VdeyDM,https://music.youtube.com/watch?v=IqCzogtBukM,https://music.youtube.com/watch?v=JCsFsjVlA2M,https://music.youtube.com/watch?v=Grbdgl3zQnQ
8260f52f-b2a6-5923-9bce-ca884157125a,ef103889-4891-523a-92aa-2d603683678f,4,Kabhi Aap Hanse Kabhi Nain Hanse,Lata Mangeshkar,2.5,https://www.youtube.com/watch?v=21c10NBkCRE,https://music.youtube.com/watch?v=21c10NBkCRE,https://music.youtube.com/watch?v=_jDjb2EoUVY,https://music.youtube.com/watch?v=hvZDX4in8s8
8dd58fa9-c9c1-53dd-a8cd-bd929dd33522,ef103889-4891-523a-92aa-2d603683678f,5,Aaj Ki Raat Dil Mein Na Rakhna,Lata Mangeshkar,2.5,https://www.youtube.com/watch?v=C7kUWeUYxrU,https://music.youtube.com/watch?v=gu-jKLq8zHc,https://music.youtube.com/watch?v=7BY_IkNe6rY,https://music.youtube.com/watch?v=C7kUWeUYxrU
9e5714ef-7be1-5b99-9274-57a50eab4dd5,ef103889-4891-523a-92aa-2d603683678f,6,Woh Chali Gham Ki Hawa,Lata Mangeshkar,3.0,https://www.youtube.com/watch?v=__uBcTszHyU,https://music.youtube.com/watch?v=__uBcTszHyU,https://music.youtube.com/watch?v=6crCupbyIvE,https://music.youtube.com/watch?v=Ce5McZAzZCk
c5eda5cc-53b5-509f-994d-d5299f482c41,ef103889-4891-523a-92aa-2d603683678f,7,Chhod Na Apni Aas Ae Dil - 2,Talat Mahmood,0.0,https://www.youtube.com/watch?v=jrCANzHPVyo,https://music.youtube.com/watch?v=OjsmgTo1MH0,https://music.youtube.com/watch?v=nGfBgIDUBck,https://music.youtube.com/watch?v=SuZuYqXC2mQ
c6e78515-4825-5a18-b6d4-42ccf996e18a,ef103889-4891-523a-92aa-2d603683678f,8,Mohabbat Bane Hain Woh Din Suhane,Talat Mahmood,3.0,https://www.youtube.com/watch?v=YI5kg551HRk,https://music.youtube.com/watch?v=VKiJtf_eovw,https://music.youtube.com/watch?v=eMwVmWiiGKI,https://music.youtube.com/watch?v=YI5kg551HRk
25f2c8ed-c344-5ded-a68d-3e295d4ab15e,3a3522fe-986d-55e4-94e5-6cb84c07cf4c,1,Main Garibon Ka Dil Hoon,Hemant Kumar,3.5,http://www.youtube.com/watch?v=vOt2Ng9CXRA,https://music.youtube.com/watch?v=zzbe_0scZ7w,https://music.youtube.com/watch?v=p46HblFw5Pg,
c86de9b7-7819-5e45-be46-fb606ecdf2af,3a3522fe-986d-55e4-94e5-6cb84c07cf4c,2,Dil Gaya Jaan Gayi Gaye Hum Kaam Se (Tune Pilai Aisi),Asha Bhosle,3.0,http://www.youtube.com/watch?v=6A6JMkaXJ9Q,https://music.youtube.com/watch?v=uyjiK9QCU5U,https://music.youtube.com/watch?v=4Lc_6ewkHOc,
78ae373d-c3d9-5ae7-b80b-f716ffc4bab0,3a3522fe-986d-55e4-94e5-6cb84c07cf4c,3,Woh Maara Re Maara Re Woh Maara Aankhen Kataar,Geeta Dutt,3.0,http://www.youtube.com/watch?v=Jegcoday3SU,https://music.youtube.com/watch?v=6aQhW4DJpyM,https://music.youtube.com/watch?v=0PwMyfXmqVM,https://music.youtube.com/watch?v=RkKpRhXqVUQ
01bdd629-0847-5475-9d0e-ef960af05f39,3a3522fe-986d-55e4-94e5-6cb84c07cf4c,4,Nigahen Milin Aur Tum Muskuraye,Asha Bhosle,3.0,https://www.youtube.com/watch?v=lHMV26HAeuY,https://music.youtube.com/watch?v=N_nBi9H_-6Y,https://music.youtube.com/watch?v=YckuRYE-iiA,
9babe158-8ff0-5921-82d3-5c9f2a8e24dd,3a3522fe-986d-55e4-94e5-6cb84c07cf4c,5,Naachoon Re Gaaoon Re Jhoomoon Jhoomoon Sanam,Asha Bhosle,3.0,https://www.youtube.com/watch?v=_lSxYZKoxvs,https://music.youtube.com/watch?v=5HHiVROpkvk,,
d3a5aa3e-7006-502a-9d6c-b3e3954d48d1,3a3522fe-986d-55e4-94e5-6cb84c07cf4c,6,Ek Jaan Meri Aur Lakh Sitam,Asha Bhosle,3.0,http://www.youtube.com/watch?v=nIGMJ28mvdc,https://music.youtube.com/watch?v=nIGMJ28mvdc,https://music.youtube.com/watch?v=LJLNB0XQWGE,https://music.youtube.com/watch?v=FneGG2YaDB8
b19d12ae-1569-5823-92c4-a0caad9f9d9e,3a3522fe-986d-55e4-94e5-6cb84c07cf4c,7,Mera Dil Meri Jaan Chaahe Le Le,Geeta Dutt,3.0,https://www.youtube.com/watch?v=eOJxxrAkRNg,https://music.youtube.com/watch?v=63YA8h-DtRM,https://music.youtube.com/watch?v=q0p7vzDesbM,https://music.youtube.com/watch?v=osJU7DiBEO0
82459892-bfad-5834-991c-6a251007af6a,3a3522fe-986d-55e4-94e5-6cb84c07cf4c,8,Jhuk Jhuk Jaye Nazar Sharmaye,Geeta Dutt,3.0,http://www.youtube.com/watch?v=hQ1uAlwW-3Q,https://music.youtube.com/watch?v=duh4cUXgYWw,https://music.youtube.com/watch?v=ygzZMFi4OmE,https://music.youtube.com/watch?v=-35VSKN2n1E
fd902cfa-39d5-5e58-8041-c4437bff15fb,3a3522fe-986d-55e4-94e5-6cb84c07cf4c,9,Ae Dil-E-Nashad Tera Shukriya,Asha Bhosle,3.0,http://www.youtube.com/watch?v=F71iYSC2kD4,https://music.youtube.com/watch?v=8Cc7W1qTOQQ,https://music.youtube.com/watch?v=sYlWYkxQ-CE,https://music.youtube.com/watch?v=Qk2tY6-pxPE
20d305b2-4a88-54df-90ab-7c5c60dc1a5f,b154ae14-58c6-5f8e-8822-37bdd6037789,1,Teri Allah Kare Rakhwali,Mohammed Rafi,0.0,https://www.youtube.com/watch?v=FYcrzJAGBUY,https://music.youtube.com/watch?v=rTuqRwgsBIk,https://music.youtube.com/watch?v=hjDaQIBZApw,https://music.youtube.com/watch?v=Fn9P2YrmxH4
df97a022-9dff-527f-8973-ff86f3562357,b154ae14-58c6-5f8e-8822-37bdd6037789,2,Najar Laage Pyari Saanwariya Tumhari,Lata Mangeshkar,0.0,https://www.youtube.com/watch?v=KOvfyBQiM8g,https://music.youtube.com/watch?v=9-SwjBAu-20,https://music.youtube.com/watch?v=QiWrHAXtAaU,
